Ops,Reseller,Rate,Destination,App,Connect,Duration,Conn In,Duration In
2,0,grn_premium,52998,audio,0,831,,
2,0,grn_premium,57301,audio,0,830,,
2,0,grn_premium,9053,audio,0,828,,
2,0,grn_premium,96277,audio,0,818,,
2,0,grn_premium,598,audio,0,817,,
2,0,grn_premium,57317,audio,0,816,,
2,0,grn_premium,855,audio,0,812,,
2,0,grn_premium,350,audio,0,812,,
2,0,grn_premium,2995,audio,0,8119,,
2,0,grn_premium,2992,audio,0,8119,,
2,0,grn_premium,2994,audio,0,8119,,
2,0,grn_premium,99576,audio,0,8119,,
2,0,grn_premium,370910,audio,0,8117,,
2,0,grn_premium,686,audio,0,8073,,
2,0,grn_premium,423,audio,0,805,,
2,0,grn_premium,87060,audio,0,80066,,
2,0,grn_premium,212,audio,0,800,,
2,0,grn_premium,212522,audio,0,800,,
2,0,grn_premium,90392,audio,0,798,,
2,0,grn_premium,973383,audio,0,798,,
2,0,grn_premium,9185,audio,0,798,,
2,0,grn_premium,973388,audio,0,798,,
2,0,grn_premium,880821,audio,0,798,,
2,0,grn_premium,9181,audio,0,798,,
2,0,grn_premium,97339,audio,0,798,,
2,0,grn_premium,9186,audio,0,798,,
2,0,grn_premium,9184,audio,0,798,,
2,0,grn_premium,67384,audio,0,798,,
2,0,grn_premium,9187,audio,0,798,,
2,0,grn_premium,9189,audio,0,798,,
2,0,grn_premium,67388,audio,0,798,,
2,0,grn_premium,67387,audio,0,798,,
2,0,grn_premium,67386,audio,0,798,,
2,0,grn_premium,67383,audio,0,798,,
2,0,grn_premium,67382,audio,0,798,,
2,0,grn_premium,67381,audio,0,798,,
2,0,grn_premium,67371,audio,0,798,,
2,0,grn_premium,9188,audio,0,798,,
2,0,grn_premium,673228,audio,0,798,,
2,0,grn_premium,9141,audio,0,798,,
2,0,grn_premium,9146,audio,0,798,,
2,0,grn_premium,9128,audio,0,798,,
2,0,grn_premium,9142,audio,0,798,,
2,0,grn_premium,9145,audio,0,798,,
2,0,grn_premium,9143,audio,0,798,,
2,0,grn_premium,9124,audio,0,798,,
2,0,grn_premium,9126,audio,0,798,,
2,0,grn_premium,9123,audio,0,798,,
2,0,grn_premium,9121,audio,0,798,,
2,0,grn_premium,9127,audio,0,798,,
2,0,grn_premium,9125,audio,0,798,,
2,0,grn_premium,9172,audio,0,798,,
