Ops,Reseller,Trusted peer,Domain,Subscriber,Destination,Region,Description,Incr,Min Dur,Max Dur,Max Price
2,0,,,,1829794,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829795,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829796,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829797,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829798,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829799,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829801,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829802,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829803,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829804,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829805,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829806,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829807,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829808,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829810,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829812,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829814,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829815,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829816,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829817,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829818,,DOMINICAN REP OVERLAY CELL CENTENNIAL,0,0,0,
2,0,,,,1829819,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829820,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829821,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829826,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829827,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829828,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829830,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829833,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829835,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829836,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829837,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829838,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829839,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,182984,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829840,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829841,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829842,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829843,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829844,,DOMINICAN REP CELL,0,0,0,
2,0,,,,1829845,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829846,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829847,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829848,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829849,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829850,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829851,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829852,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829853,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829854,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829855,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829856,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829857,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829858,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829859,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829860,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829861,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829862,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829863,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829864,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829865,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829866,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829867,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829868,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829869,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829870,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829871,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829872,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829873,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829874,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829875,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829876,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829877,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829878,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829879,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829880,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829881,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829882,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829883,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829884,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829885,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829886,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829887,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829889,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829890,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829891,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829892,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829893,,DOMINICAN REP SANTO DOMINGO,0,0,0,
2,0,,,,1829894,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829898,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829899,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829901,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829902,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829903,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829904,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829905,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829906,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829907,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829908,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829909,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829910,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829912,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829913,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829914,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829915,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829916,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829917,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829918,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829919,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829920,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829921,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829922,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829923,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829924,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829925,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829926,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829927,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829928,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829929,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829930,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829931,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829932,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829933,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829934,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829935,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829936,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829937,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829938,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829939,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829940,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829941,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829942,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829943,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829944,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829945,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829949,,DOMINICAN REP SANTIAGO,0,0,0,
2,0,,,,1829953,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829954,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829956,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829957,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829958,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829959,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,182996,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829970,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829971,,DOMINICAN REP SANTIAGO,0,0,0,
2,0,,,,1829972,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829973,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829974,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829975,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829977,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829978,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829979,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829980,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829981,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829982,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829983,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829984,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829985,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829986,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829987,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829988,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829989,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829990,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829991,,DOMINICAN REP OVERLAY CELL VERIZON,0,0,0,
2,0,,,,1829993,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829994,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1829999,,DOMINICAN REP SANTO DOMINGO,0,0,0,
2,0,,,,1849,,DOMINICAN REP,0,0,0,
2,0,,,,1849201,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849203,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849205,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849206,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849207,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849208,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849209,,DOMINICAN REP OVERLAY CELL ORANGE,0,0,0,
2,0,,,,1849880,,DOMINICAN REP ORANGE CELL,0,0,0,
2,0,,,,1849881,,DOMINICAN REP ORANGE CELL,0,0,0,
2,0,,,,1849882,,DOMINICAN REP ORANGE CELL,0,0,0,
2,0,,,,1849883,,DOMINICAN REP ORANGE CELL,0,0,0,
2,0,,,,1849884,,DOMINICAN REP ORANGE CELL,0,0,0,
2,0,,,,1866,,USA TOLL FREE,6,6,0,
2,0,,,,1867,,CANADA YUKON TERRITORY,0,0,0,
2,0,,,,1867131,,CANADA,0,0,0,
2,0,,,,1867206,,CANADA 867,0,0,0,
2,0,,,,1867252,,CANADA 867,0,0,0,
2,0,,,,1867266,,CANADA 867,0,0,0,
2,0,,,,1867333,,CANADA 867,0,0,0,
2,0,,,,1867360,,CANADA 867,0,0,0,
2,0,,,,1867370,,CANADA 867,0,0,0,
2,0,,,,1867371,,CANADA 867,0,0,0,
2,0,,,,1867390,,CANADA 867,0,0,0,
2,0,,,,1867392,,CANADA 867,0,0,0,
2,0,,,,1867393,,CANADA 867,0,0,0,
2,0,,,,1867394,,CANADA 867,0,0,0,
2,0,,,,1867396,,CANADA 867,0,0,0,
2,0,,,,1867399,,CANADA 867,0,0,0,
2,0,,,,1867436,,CANADA 867,0,0,0,
2,0,,,,1867439,,CANADA 867,0,0,0,
2,0,,,,1867444,,CANADA 867,0,0,0,
2,0,,,,1867456,,CANADA 867,0,0,0,
2,0,,,,1867462,,CANADA 867,0,0,0,
2,0,,,,1867473,,CANADA 867,0,0,0,
2,0,,,,1867536,,CANADA 867,0,0,0,
2,0,,,,1867537,,CANADA 867,0,0,0,
2,0,,,,1867561,,CANADA 867,0,0,0,
2,0,,,,1867573,,CANADA 867,0,0,0,
2,0,,,,1867580,,CANADA 867,0,0,0,
2,0,,,,1867581,,CANADA 867,0,0,0,
2,0,,,,1867587,,CANADA 867,0,0,0,
2,0,,,,1867588,,CANADA 867,0,0,0,
2,0,,,,1867589,,CANADA 867,0,0,0,
2,0,,,,1867598,,CANADA 867,0,0,0,
2,0,,,,1867602,,CANADA 867,0,0,0,
2,0,,,,1867633,,CANADA 867,0,0,0,
2,0,,,,1867634,,CANADA 867,0,0,0,
2,0,,,,1867645,,CANADA 867,0,0,0,
2,0,,,,1867660,,CANADA 867,0,0,0,
2,0,,,,1867667,,CANADA 867,0,0,0,
2,0,,,,1867668,,CANADA 867,0,0,0,
2,0,,,,1867669,,CANADA 867,0,0,0,
2,0,,,,1867678,,CANADA 867,0,0,0,
2,0,,,,1867690,,CANADA 867,0,0,0,
2,0,,,,1867695,,CANADA 867,0,0,0,
2,0,,,,1867699,,CANADA 867,0,0,0,
2,0,,,,1867709,,CANADA 867,0,0,0,
2,0,,,,1867713,,CANADA 867,0,0,0,
2,0,,,,1867765,,CANADA 867,0,0,0,
2,0,,,,1867766,,CANADA 867,0,0,0,
2,0,,,,1867769,,CANADA 867,0,0,0,
2,0,,,,1867770,,CANADA 867,0,0,0,
2,0,,,,1867777,,CANADA 867,0,0,0,
2,0,,,,1867793,,CANADA 867,0,0,0,
2,0,,,,1867809,,CANADA 867,0,0,0,
2,0,,,,1867821,,CANADA 867,0,0,0,
2,0,,,,1867825,,CANADA 867,0,0,0,
2,0,,,,1867841,,CANADA 867,0,0,0,
2,0,,,,1867851,,CANADA 867,0,0,0,
2,0,,,,1867857,,CANADA 867,0,0,0,
2,0,,,,1867862,,CANADA 867,0,0,0,
2,0,,,,1867863,,CANADA 867,0,0,0,
2,0,,,,1867872,,CANADA 867,0,0,0,
2,0,,,,1867873,,CANADA 867,0,0,0,
2,0,,,,1867874,,CANADA 867,0,0,0,
2,0,,,,1867875,,CANADA 867,0,0,0,
2,0,,,,1867880,,CANADA 867,0,0,0,
2,0,,,,1867896,,CANADA 867,0,0,0,
2,0,,,,1867897,,CANADA 867,0,0,0,
2,0,,,,1867898,,CANADA 867,0,0,0,
2,0,,,,1867899,,CANADA 867,0,0,0,
2,0,,,,1867920,,CANADA 867,0,0,0,
2,0,,,,1867924,,CANADA 867,0,0,0,
2,0,,,,1867925,,CANADA 867,0,0,0,
2,0,,,,1867927,,CANADA 867,0,0,0,
2,0,,,,1867928,,CANADA 867,0,0,0,
2,0,,,,1867934,,CANADA 867,0,0,0,
2,0,,,,1867939,,CANADA 867,0,0,0,
2,0,,,,1867952,,CANADA 867,0,0,0,
2,0,,,,1867953,,CANADA 867,0,0,0,
2,0,,,,1867966,,CANADA 867,0,0,0,
2,0,,,,1867969,,CANADA 867,0,0,0,
2,0,,,,1867975,,CANADA 867,0,0,0,
2,0,,,,1867977,,CANADA 867,0,0,0,
2,0,,,,1867978,,CANADA 867,0,0,0,
2,0,,,,1867979,,CANADA 867,0,0,0,
2,0,,,,1867980,,CANADA 867,0,0,0,
2,0,,,,1867982,,CANADA 867,0,0,0,
2,0,,,,1867983,,CANADA 867,0,0,0,
2,0,,,,1867984,,CANADA 867,0,0,0,
2,0,,,,1867993,,CANADA 867,0,0,0,
2,0,,,,1867994,,CANADA 867,0,0,0,
2,0,,,,1867995,,CANADA 867,0,0,0,
2,0,,,,1867996,,CANADA 867,0,0,0,
2,0,,,,1867997,,CANADA 867,0,0,0,
2,0,,,,1867999,,CANADA 867,0,0,0,
2,0,,,,1868,,TRINIDAD AND TOBAGO,0,0,0,
2,0,,,,186829,,TRINIDAD AND TOBAGO CELL DIGICEL,0,0,0,
2,0,,,,18683,,TRINIDAD AND TOBAGO CELL DIGICEL,0,0,0,
2,0,,,,186840,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186841,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868410,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868412,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868413,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868414,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868415,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868416,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868417,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868418,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868419,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186842,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868420,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868421,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186846,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186847,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186848,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186849,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868620,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868678,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186868,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868701,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868702,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868703,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868704,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868705,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868706,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868707,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868708,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868709,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186871,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1868710,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868712,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868713,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868714,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868715,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868716,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868717,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868718,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,1868719,,TRINIDAD AND TOBAGO CELL,0,0,0,
2,0,,,,186872,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186873,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186874,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186875,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186876,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186877,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186878,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,186879,,TRINIDAD AND TOBAGO CELL OTHER,0,0,0,
2,0,,,,1869,,NEVIS AND ST KITTS,0,0,0,
2,0,,,,1869556,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869557,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869558,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869660,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869661,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869662,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869663,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869664,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869665,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869667,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869668,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869669,,ST KITTS AND NEVIS CELL,0,0,0,
2,0,,,,1869762,,ST KITTS AND NEVIS DIGICEL CELL,0,0,0,
2,0,,,,1869763,,ST KITTS AND NEVIS DIGICEL CELL,0,0,0,
2,0,,,,1869764,,ST KITTS AND NEVIS DIGICEL CELL,0,0,0,
2,0,,,,1869765,,ST KITTS AND NEVIS DIGICEL CELL,0,0,0,
2,0,,,,1876,,JAMAICA,0,0,0,
2,0,,,,1876210,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876260,,JAMAICA DIGICEL CELL,0,0,0,
2,0,,,,1876261,,JAMAICA DIGICEL CELL,0,0,0,
2,0,,,,1876262,,JAMAICA DIGICEL CELL,0,0,0,
2,0,,,,1876263,,JAMAICA DIGICEL CELL,0,0,0,
2,0,,,,1876264,,JAMAICA DIGICEL CELL,0,0,0,
2,0,,,,1876265,,JAMAICA CELL,0,0,0,
2,0,,,,1876266,,JAMAICA CELL,0,0,0,
2,0,,,,1876267,,JAMAICA CELL,0,0,0,
2,0,,,,1876268,,JAMAICA CELL,0,0,0,
2,0,,,,1876269,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,187628,,JAMAICA CELL DIGICELL,0,0,0,
2,0,,,,187629,,JAMAICA CELL DIGICELL,0,0,0,
2,0,,,,1876301,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876302,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876303,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876304,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876305,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876306,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876307,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876308,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876309,,JAMAICA CELL OTHER,0,0,0,
2,0,,,,1876310,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876312,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876313,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876314,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876315,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876316,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876317,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876318,,JAMAICA CELL CW,0,0,0,
2,0,,,,1876319,,JAMAICA CELL CW,0,0,0,
2,0,,,,187632,,JAMAICA CELL CW,0,0,0,
2,0,,,,187633,,JAMAICA CELL CW,0,0,0,
2,0,,,,187634,,JAMAICA CELL CW,0,0,0,
2,0,,,,187635,,JAMAICA CELL DIGICELL,0,0,0,
2,0,,,,187636,,JAMAICA CELL DIGICELL,0,0,0,
2,0,,,,187637,,JAMAICA CELL DIGICELL,0,0,0,
