Ops,Reseller,Trusted peer,Domain,Subscriber,Destination,Region,Description,Incr,Min Dur,Max Dur,Max Price
2,0,,,,38755991,,BOSNIA HT MOSTAR,0,0,0,
2,0,,,,38756,,BOSNIA AND HERZEGOVINA SRPSKE,0,0,0,
2,0,,,,38756991,,BOSNIA HT MOSTAR,0,0,0,
2,0,,,,38757,,BOSNIA AND HERZEGOVINA SRPSKE,0,0,0,
2,0,,,,38757991,,BOSNIA HT MOSTAR,0,0,0,
2,0,,,,38758,,BOSNIA AND HERZEGOVINA SRPSKE,0,0,0,
2,0,,,,38758991,,BOSNIA HT MOSTAR,0,0,0,
2,0,,,,38759,,BOSNIA AND HERZEGOVINA SRPSKE,0,0,0,
2,0,,,,38759991,,BOSNIA HT MOSTAR,0,0,0,
2,0,,,,38761,,BOSNIA CELL BHT,0,0,0,
2,0,,,,38762,,BOSNIA CELL BHT,0,0,0,
2,0,,,,38763,,BOSNIA CELL ERONET,0,0,0,
2,0,,,,38765,,BOSNIA CELL TS,0,0,0,
2,0,,,,38766,,BOSNIA CELL TS,0,0,0,
2,0,,,,389,,MACEDONIA_PROPER,0,0,0,
2,0,,,,3892,,MACEDONIA SKOPJE,0,0,0,
2,0,,,,389252,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3893152,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3893252,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3893352,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3893452,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894252,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894352,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894452,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894552,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894652,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894752,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,3894852,,MACEDONIA COSMOFON FIXED,0,0,0,
2,0,,,,38970,,MACEDONIA CELL MOBIMAK,0,0,0,
2,0,,,,38971,,MACEDONIA CELL MOBIMAK,0,0,0,
2,0,,,,38972,,MACEDONIA CELL MOBIMAK,0,0,0,
2,0,,,,38975,,MACEDONIA CELL COSMOFON,0,0,0,
2,0,,,,38976,,MACEDONIA CELL COSMOFON,0,0,0,
2,0,,,,38977,,MACEDONIA CELL VIP OPERATOR,0,0,0,
2,0,,,,38978,,MACEDONIA CELL VIP OPERATOR,0,0,0,
2,0,,,,39,,ITALY_PROPER,0,0,0,
2,0,,,,39011,,ITALY TURIN,0,0,0,
2,0,,,,3902,,ITALY MILAN,0,0,0,
2,0,,,,3906,,ITALY ROME,0,0,0,
2,0,,,,39310,,ITALY CELL OTHER,0,0,0,
2,0,,,,39313,,ITALY CELL OTHER,0,0,0,
2,0,,,,39319,,ITALY CELL OTHER,0,0,0,
2,0,,,,3932,,ITALY CELL WIN,0,0,0,
2,0,,,,3933,,ITALY CELL TELECOM ITALIA,0,0,0,
2,0,,,,39330,,ITALY TIM CELL,0,0,0,
2,0,,,,39331,,ITALY TIM CELL,0,0,0,
2,0,,,,39333,,ITALY TIM CELL,0,0,0,
2,0,,,,39334,,ITALY TIM CELL,0,0,0,
2,0,,,,39335,,ITALY TIM CELL,0,0,0,
2,0,,,,39336,,ITALY TIM CELL,0,0,0,
2,0,,,,39337,,ITALY TIM CELL,0,0,0,
2,0,,,,39338,,ITALY TIM CELL,0,0,0,
2,0,,,,39339,,ITALY TIM CELL,0,0,0,
2,0,,,,3934,,ITALY CELL VODAFONE,0,0,0,
2,0,,,,39340,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39341,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39343,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39345,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39346,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39347,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39348,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,39349,,ITALY VODAFONE CELL,0,0,0,
2,0,,,,3936,,ITALY CELL TELECOM ITALIA,0,0,0,
2,0,,,,39360,,ITALY TIM CELL,0,0,0,
2,0,,,,39361,,ITALY TIM CELL,0,0,0,
2,0,,,,39362,,ITALY TIM CELL,0,0,0,
2,0,,,,39363,,ITALY TIM CELL,0,0,0,
2,0,,,,39366,,ITALY TIM CELL,0,0,0,
2,0,,,,39368,,ITALY TIM CELL,0,0,0,
2,0,,,,39370,,ITALY CELL TELECOM ITALIA,0,0,0,
2,0,,,,39373,,ITALY CELL H3G,0,0,0,
2,0,,,,39377,,ITALY CELL VODAFONE,0,0,0,
2,0,,,,3938,,ITALY CELL WIN,0,0,0,
2,0,,,,39383,,ITALY CELL VODAFONE,0,0,0,
2,0,,,,3939,,ITALY CELL H3G,0,0,0,
2,0,,,,39390,,ITALY H3G CELL,0,0,0,
2,0,,,,39391,,ITALY H3G CELL,0,0,0,
2,0,,,,39392,,ITALY H3G CELL,0,0,0,
2,0,,,,39393,,ITALY H3G CELL,0,0,0,
2,0,,,,39397,,ITALY H3G CELL,0,0,0,
2,0,,,,40,,ROMANIA_PROPER,0,0,0,
2,0,,,,4021,,ROMANIA BUCHAREST,0,0,0,
2,0,,,,4023,,ROMANIA ROMTELECOM,0,0,0,
2,0,,,,4024,,ROMANIA ROMTELECOM,0,0,0,
2,0,,,,4025,,ROMANIA ROMTELECOM,0,0,0,
2,0,,,,4026,,ROMANIA ROMTELECOM,0,0,0,
2,0,,,,403,,ROMANIA LOCAL OTHER OPERATORS,0,0,0,
2,0,,,,40711,,ROMANIA CELL,0,0,0,
2,0,,,,4072,,ROMANIA CELL VODAFONE,0,0,0,
2,0,,,,4073,,ROMANIA CELL VODAFONE,0,0,0,
2,0,,,,4074,,ROMANIA CELL ORANGE,0,0,0,
2,0,,,,4075,,ROMANIA CELL ORANGE,0,0,0,
2,0,,,,4076,,ROMANIA CELL COSMOTE,0,0,0,
2,0,,,,4077,,ROMANIA CELL DIGIMOBIL,0,0,0,
2,0,,,,4078,,ROMANIA CELL TELEMOBIL,0,0,0,
2,0,,,,40780,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40781,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40782,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40783,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40784,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40785,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40786,,ROMANIA COSMOTE CELL,0,0,0,
2,0,,,,40787,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40788,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,40789,,ROMANIA TELEMOBIL CELL,0,0,0,
2,0,,,,41,,SWITZERLAND_PROPER,0,0,0,
2,0,,,,4143,,SWITZERLAND ZURICH,0,0,0,
2,0,,,,4144,,SWITZERLAND ZURICH,0,0,0,
2,0,,,,4158,,SWITZERLAND SPEC,0,0,0,
2,0,,,,4174,,SWITZERLAND PAGING,0,0,0,
2,0,,,,4176,,SWITZERLAND CELL SUNRISE,0,0,0,
2,0,,,,4177,,SWITZERLAND CELL 3G,0,0,0,
2,0,,,,41774,,SWITZERLAND CELL SWISSCOM,0,0,0,
2,0,,,,4178,,SWITZERLAND CELL ORANGE,0,0,0,
2,0,,,,4179,,SWITZERLAND CELL SWISSCOM,0,0,0,
2,0,,,,4186,,SWITZERLAND CELL,0,0,0,
2,0,,,,4186076,,SWITZERLAND CELL SUNRISE,0,0,0,
2,0,,,,4186077,,SWITZERLAND CELL 3G,0,0,0,
2,0,,,,41860774,,SWITZERLAND CELL SWISSCOM,0,0,0,
2,0,,,,4186078,,SWITZERLAND CELL ORANGE,0,0,0,
2,0,,,,4186079,,SWITZERLAND CELL SWISSCOM,0,0,0,
2,0,,,,420,,CZECH REP_PROPER,0,0,0,
2,0,,,,4202,,CZECH REP PRAGUE,0,0,0,
2,0,,,,420601,,CZECH REP CELL O2,0,0,0,
2,0,,,,420602,,CZECH REP CELL O2,0,0,0,
2,0,,,,420603,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420604,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420605,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420606,,CZECH REP CELL O2,0,0,0,
2,0,,,,420607,,CZECH REP CELL O2,0,0,0,
2,0,,,,420608,,CZECH REP CELL VODAFONE,0,0,0,
2,0,,,,42072,,CZECH REP CELL O2,0,0,0,
2,0,,,,42073,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,42077,,CZECH REP CELL VODAFONE,0,0,0,
2,0,,,,42079,,CZECH REP CELL OTHER,0,0,0,
2,0,,,,42093,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420961,,CZECH REP CELL O2,0,0,0,
2,0,,,,420962,,CZECH REP CELL O2,0,0,0,
2,0,,,,420963,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420964,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420965,,CZECH REP CELL T MOB,0,0,0,
2,0,,,,420966,,CZECH REP CELL O2,0,0,0,
2,0,,,,420967,,CZECH REP CELL VODAFONE,0,0,0,
2,0,,,,421,,SLOVAKIA_PROPER,0,0,0,
2,0,,,,4212,,SLOVAKIA BRATISLAVA,0,0,0,
2,0,,,,421901,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421902,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421903,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421904,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421905,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421906,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421907,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421908,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421909,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,4219091,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219092,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219093,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219094,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219095,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219096,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219097,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219098,,SLOVAKIA CELL,0,0,0,
2,0,,,,4219099,,SLOVAKIA CELL,0,0,0,
2,0,,,,421910,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421911,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421912,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421913,,SLOVAKIA CELL,0,0,0,
2,0,,,,421914,,SLOVAKIA CELL EUROTEL,0,0,0,
2,0,,,,421915,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421916,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421917,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421918,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421919,,SLOVAKIA CELL ORANGE,0,0,0,
2,0,,,,421940,,SLOVAKIA CELL TELEFONICA 02,0,0,0,
2,0,,,,421944,,SLOVAKIA CELL TELEFONICA 02,0,0,0,
2,0,,,,421948,,SLOVAKIA CELL TELEFONICA 02,0,0,0,
2,0,,,,421949,,SLOVAKIA CELL TELEFONICA 02,0,0,0,
2,0,,,,423,,LIECHTENSTEIN_PROPER,0,0,0,
2,0,,,,4236,,LIECHTENSTEIN CELL OTHER,0,0,0,
2,0,,,,423661,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,423662,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,4236626,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,4236629,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,423663,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,4236637,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,4236639,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,423666,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,423667,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,423668,,LIECHTENSTEIN SPEC SVC,0,0,0,
2,0,,,,42369742,,LIECHTENSTEIN CELL 1RST CELL,0,0,0,
2,0,,,,4236975,,LIECHTENSTEIN CELL ORANGE,0,0,0,
2,0,,,,4236976,,LIECHTENSTEIN CELL TELE2,0,0,0,
2,0,,,,4236977,,LIECHTENSTEIN CELL SWISSCOM FL,0,0,0,
2,0,,,,4236978,,LIECHTENSTEIN CELL ORANGE,0,0,0,
2,0,,,,4236979,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,4237,,LIECHTENSTEIN CELL OTHER,0,0,0,
2,0,,,,4237010,,LIECHTENSTEIN CELL PERSONAL NUMBER,0,0,0,
2,0,,,,4237011,,LIECHTENSTEIN CELL PERSONAL NUMBER,0,0,0,
2,0,,,,423742,,LIECHTENSTEIN CELL 1RST CELL,0,0,0,
2,0,,,,42375,,LIECHTENSTEIN CELL ORANGE,0,0,0,
2,0,,,,42376,,LIECHTENSTEIN CELL TELE2,0,0,0,
2,0,,,,42377,,LIECHTENSTEIN CELL SWISSCOM FL,0,0,0,
2,0,,,,42378,,LIECHTENSTEIN CELL ORANGE,0,0,0,
2,0,,,,42379,,LIECHTENSTEIN CELL MOBILKOM,0,0,0,
2,0,,,,43,,AUSTRIA_PROPER,0,0,0,
2,0,,,,431,,AUSTRIA VIENNA,0,0,0,
2,0,,,,4312288,,AUSTRIA CELL TRUCK LOCATOR SVC,0,0,0,
2,0,,,,43123009,,AUSTRIA CELL TRUCK LOCATOR SVC,0,0,0,
2,0,,,,43501,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43502,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43503,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43504,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43505,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43506,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43507,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43508,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43509,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43517,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,4357,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,4359,,AUSTRIA CORPORATE,0,0,0,
2,0,,,,43650,,AUSTRIA CELL T MOB,0,0,0,
2,0,,,,43650020,,AUSTRIA T MOB CELL,0,0,0,
2,0,,,,43650035,,AUSTRIA T MOB CELL,0,0,0,
2,0,,,,43650040,,AUSTRIA T MOB CELL,0,0,0,
2,0,,,,43660,,AUSTRIA CELL HUTCHISON 3G,0,0,0,
2,0,,,,43664,,AUSTRIA CELL MOBILKOM A1,0,0,0,
2,0,,,,43676,,AUSTRIA CELL T MOB,0,0,0,
2,0,,,,43677,,AUSTRIA CELL T MOB,0,0,0,
2,0,,,,43678,,AUSTRIA CELL HUTCHISON 3G,0,0,0,
2,0,,,,4367833,,AUSTRIA CELL,0,0,0,
2,0,,,,4367890,,AUSTRIA CELL,0,0,0,
2,0,,,,4367891,,AUSTRIA CELL,0,0,0,
2,0,,,,43680,,AUSTRIA CELL MOBILKOM A1,0,0,0,
2,0,,,,43681,,AUSTRIA CELL ONE,0,0,0,
2,0,,,,43688,,AUSTRIA CELL MOBILKOM A1,0,0,0,
2,0,,,,43699,,AUSTRIA CELL ONE,0,0,0,
2,0,,,,4369988,,AUSTRIA CELL MOBILKOM A1,0,0,0,
2,0,,,,4369989,,AUSTRIA CELL MOBILKOM A1,0,0,0,
2,0,,,,43711,,AUSTRIA PREMIUM NUMBERS,0,0,0,
2,0,,,,43720,,AUSTRIA SPEC SVC,0,0,0,
2,0,,,,43730,,AUSTRIA PREMIUM NUMBERS,0,0,0,
2,0,,,,43740,,AUSTRIA PREMIUM NUMBERS,0,0,0,
2,0,,,,43780,,AUSTRIA SPEC SVC,0,0,0,
2,0,,,,43810,,AUSTRIA PREMIUM NUMBERS,0,0,0,
2,0,,,,43820,,AUSTRIA PREMIUM NUMBERS,0,0,0,
2,0,,,,44,,UK_PROPER,0,0,0,
2,0,,,,44118005,,UK SPEC,0,0,0,
2,0,,,,44118006,,UK SPEC,0,0,0,
2,0,,,,44118178,,UK SPEC,0,0,0,
2,0,,,,44118181,,UK SPEC,0,0,0,
2,0,,,,44118343,,UK SPEC,0,0,0,
2,0,,,,44203,,UK LONDON,0,0,0,
2,0,,,,442034115561,,DID bs_inbcharge,0,0,0,
2,0,,,,44207,,UK LONDON,0,0,0,
2,0,,,,44208,,UK LONDON,0,0,0,
2,0,,,,44500,,UK SPEC,0,0,0,
2,0,,,,447,,UK CELL,0,0,0,
2,0,,,,4470,,UK PERSONAL,0,0,0,
2,0,,,,447400,,UK CELL H3G,0,0,0,
2,0,,,,447401,,UK CELL H3G,0,0,0,
2,0,,,,447402,,UK CELL H3G,0,0,0,
2,0,,,,447403,,UK CELL H3G,0,0,0,
2,0,,,,447404,,UK CELL,0,0,0,
2,0,,,,447405,,UK CELL,0,0,0,
2,0,,,,4474067,,UK CELL,0,0,0,
2,0,,,,447407,,UK VODAFONE CELL,0,0,0,
2,0,,,,4474088,,UK CELL,0,0,0,
2,0,,,,4475,,UK CELL,0,0,0,
2,0,,,,447500,,UK CELL VODAFONE,0,0,0,
2,0,,,,447501,,UK CELL VODAFONE,0,0,0,
2,0,,,,447502,,UK CELL VODAFONE,0,0,0,
2,0,,,,447503,,UK CELL VODAFONE,0,0,0,
2,0,,,,447504,,UK CELL T MOB,0,0,0,
2,0,,,,447505,,UK CELL T MOB,0,0,0,
2,0,,,,447506,,UK CELL T MOB,0,0,0,
2,0,,,,447507,,UK CELL T MOB,0,0,0,
2,0,,,,447508,,UK CELL T MOB,0,0,0,
2,0,,,,44751,,UK CELL O2,0,0,0,
2,0,,,,447521,,UK CELL O2,0,0,0,
2,0,,,,447522,,UK CELL O2,0,0,0,
2,0,,,,447523,,UK CELL O2,0,0,0,
2,0,,,,447524,,UK ORANGE CELL,0,0,0,
2,0,,,,447525,,UK CELL O2,0,0,0,
2,0,,,,447526,,UK CELL O2,0,0,0,
2,0,,,,447527,,UK CELL ORANGE,0,0,0,
2,0,,,,447528,,UK CELL ORANGE,0,0,0,
2,0,,,,447529,,UK CELL ORANGE,0,0,0,
2,0,,,,447530,,UK CELL ORANGE,0,0,0,
2,0,,,,447531,,UK CELL ORANGE,0,0,0,
2,0,,,,4475320,,UK CELL ORANGE,0,0,0,
2,0,,,,4475321,,UK CELL ORANGE,0,0,0,
2,0,,,,4475322,,UK CELL ORANGE,0,0,0,
2,0,,,,4475323,,UK CELL ORANGE,0,0,0,
2,0,,,,4475324,,UK CELL ORANGE,0,0,0,
2,0,,,,447533,,UK CELL H3G,0,0,0,
2,0,,,,447534,,UK CELL T MOB,0,0,0,
2,0,,,,447535,,UK CELL T MOB,0,0,0,
2,0,,,,447536,,UK CELL ORANGE,0,0,0,
2,0,,,,4475374,,UK CELL VODAFONE,0,0,0,
2,0,,,,447538,,UK CELL T MOB,0,0,0,
2,0,,,,447539,,UK CELL T MOB,0,0,0,
2,0,,,,44754,,UK CELL O2,0,0,0,
2,0,,,,447550,,UK CELL T MOB,0,0,0,
2,0,,,,447551,,UK CELL VODAFONE,0,0,0,
2,0,,,,447552,,UK CELL VODAFONE,0,0,0,
2,0,,,,447553,,UK CELL VODAFONE,0,0,0,
2,0,,,,447554,,UK CELL VODAFONE,0,0,0,
2,0,,,,447555,,UK CELL VODAFONE,0,0,0,
2,0,,,,447556,,UK CELL ORANGE,0,0,0,
2,0,,,,447557,,UK CELL VODAFONE,0,0,0,
2,0,,,,44756,,UK CELL O2,0,0,0,
2,0,,,,447570,,UK CELL VODAFONE,0,0,0,
2,0,,,,447572,,UK CELL T MOB,0,0,0,
2,0,,,,447573,,UK CELL T MOB,0,0,0,
2,0,,,,447574,,UK CELL T MOB,0,0,0,
2,0,,,,447575,,UK CELL H3G,0,0,0,
2,0,,,,447576,,UK CELL H3G,0,0,0,
2,0,,,,447577,,UK CELL H3G,0,0,0,
2,0,,,,447578,,UK CELL H3G,0,0,0,
2,0,,,,447579,,UK CELL ORANGE,0,0,0,
2,0,,,,447580,,UK CELL ORANGE,0,0,0,
2,0,,,,447581,,UK CELL ORANGE,0,0,0,
2,0,,,,447582,,UK CELL ORANGE,0,0,0,
2,0,,,,447583,,UK CELL ORANGE,0,0,0,
2,0,,,,447584,,UK CELL VODAFONE,0,0,0,
2,0,,,,447585,,UK CELL VODAFONE,0,0,0,
2,0,,,,447586,,UK CELL VODAFONE,0,0,0,
2,0,,,,447587,,UK CELL VODAFONE,0,0,0,
2,0,,,,447588,,UK CELL H3G,0,0,0,
2,0,,,,44759,,UK CELL O2,0,0,0,
2,0,,,,4476,,UK CELL,0,0,0,
2,0,,,,4477,,UK CELL,0,0,0,
2,0,,,,447701,,UK CELL O2,0,0,0,
2,0,,,,447702,,UK CELL O2,0,0,0,
2,0,,,,447703,,UK CELL O2,0,0,0,
2,0,,,,447704,,UK CELL O2,0,0,0,
2,0,,,,447705,,UK CELL O2,0,0,0,
2,0,,,,447706,,UK CELL O2,0,0,0,
2,0,,,,447707,,UK CELL O2,0,0,0,
2,0,,,,447708,,UK CELL O2,0,0,0,
2,0,,,,447709,,UK CELL O2,0,0,0,
2,0,,,,447710,,UK CELL O2,0,0,0,
2,0,,,,447711,,UK CELL O2,0,0,0,
2,0,,,,447712,,UK CELL O2,0,0,0,
2,0,,,,447713,,UK CELL O2,0,0,0,
2,0,,,,447714,,UK CELL O2,0,0,0,
2,0,,,,447715,,UK CELL O2,0,0,0,
2,0,,,,447716,,UK CELL O2,0,0,0,
2,0,,,,447717,,UK CELL VODAFONE,0,0,0,
2,0,,,,447718,,UK CELL O2,0,0,0,
2,0,,,,447719,,UK CELL O2,0,0,0,
2,0,,,,447720,,UK CELL O2,0,0,0,
2,0,,,,447721,,UK CELL VODAFONE,0,0,0,
2,0,,,,447722,,UK CELL T MOB,0,0,0,
2,0,,,,447723,,UK CELL H3G,0,0,0,
2,0,,,,447724,,UK CELL O2,0,0,0,
2,0,,,,447725,,UK CELL O2,0,0,0,
2,0,,,,447726,,UK CELL T MOB,0,0,0,
2,0,,,,447727,,UK CELL H3G,0,0,0,
2,0,,,,447728,,UK CELL H3G,0,0,0,
2,0,,,,447729,,UK CELL O2,0,0,0,
2,0,,,,447730,,UK CELL O2,0,0,0,
2,0,,,,447731,,UK CELL O2,0,0,0,
2,0,,,,447732,,UK CELL O2,0,0,0,
2,0,,,,447733,,UK CELL VODAFONE,0,0,0,
2,0,,,,447734,,UK CELL O2,0,0,0,
2,0,,,,447735,,UK CELL H3G,0,0,0,
2,0,,,,447736,,UK CELL O2,0,0,0,
2,0,,,,447737,,UK CELL H3G,0,0,0,
2,0,,,,447738,,UK CELL O2,0,0,0,
2,0,,,,447739,,UK CELL O2,0,0,0,
2,0,,,,447740,,UK CELL O2,0,0,0,
2,0,,,,447741,,UK CELL VODAFONE,0,0,0,
2,0,,,,447742,,UK CELL O2,0,0,0,
2,0,,,,447743,,UK CELL O2,0,0,0,
2,0,,,,447745,,UK CELL O2,0,0,0,
2,0,,,,447746,,UK CELL O2,0,0,0,
2,0,,,,447747,,UK CELL VODAFONE,0,0,0,
2,0,,,,447748,,UK CELL VODAFONE,0,0,0,
2,0,,,,447749,,UK CELL O2,0,0,0,
2,0,,,,447750,,UK CELL O2,0,0,0,
2,0,,,,447751,,UK CELL O2,0,0,0,
2,0,,,,447752,,UK CELL O2,0,0,0,
2,0,,,,447753,,UK CELL O2,0,0,0,
2,0,,,,447754,,UK CELL O2,0,0,0,
2,0,,,,447756,,UK CELL O2,0,0,0,
2,0,,,,447757,,UK CELL T MOB,0,0,0,
2,0,,,,447758,,UK CELL T MOB,0,0,0,
2,0,,,,447759,,UK CELL O2,0,0,0,
2,0,,,,447760,,UK CELL VODAFONE,0,0,0,
2,0,,,,447761,,UK CELL O2,0,0,0,
2,0,,,,447762,,UK CELL O2,0,0,0,
2,0,,,,447763,,UK CELL O2,0,0,0,
2,0,,,,447764,,UK CELL O2,0,0,0,
2,0,,,,447765,,UK CELL VODAFONE,0,0,0,
2,0,,,,447766,,UK CELL VODAFONE,0,0,0,
2,0,,,,447767,,UK CELL VODAFONE,0,0,0,
2,0,,,,447768,,UK CELL VODAFONE,0,0,0,
2,0,,,,447769,,UK CELL VODAFONE,0,0,0,
2,0,,,,447770,,UK CELL VODAFONE,0,0,0,
2,0,,,,447771,,UK CELL VODAFONE,0,0,0,
2,0,,,,447772,,UK CELL ORANGE,0,0,0,
2,0,,,,447773,,UK CELL ORANGE,0,0,0,
2,0,,,,447774,,UK CELL VODAFONE,0,0,0,
2,0,,,,447775,,UK CELL VODAFONE,0,0,0,
2,0,,,,447776,,UK CELL VODAFONE,0,0,0,
2,0,,,,447777,,UK CELL VODAFONE,0,0,0,
2,0,,,,447778,,UK CELL VODAFONE,0,0,0,
2,0,,,,447779,,UK CELL ORANGE,0,0,0,
2,0,,,,447780,,UK CELL VODAFONE,0,0,0,
2,0,,,,447782,,UK CELL H3G,0,0,0,
2,0,,,,447783,,UK CELL O2,0,0,0,
2,0,,,,447784,,UK CELL O2,0,0,0,
2,0,,,,447785,,UK CELL VODAFONE,0,0,0,
2,0,,,,447786,,UK CELL VODAFONE,0,0,0,
2,0,,,,447787,,UK CELL VODAFONE,0,0,0,
2,0,,,,447788,,UK CELL VODAFONE,0,0,0,
2,0,,,,447789,,UK CELL VODAFONE,0,0,0,
2,0,,,,447790,,UK CELL ORANGE,0,0,0,
2,0,,,,447791,,UK CELL ORANGE,0,0,0,
2,0,,,,447792,,UK CELL ORANGE,0,0,0,
2,0,,,,447793,,UK CELL O2,0,0,0,
2,0,,,,447794,,UK CELL ORANGE,0,0,0,
2,0,,,,447795,,UK CELL VODAFONE,0,0,0,
2,0,,,,447796,,UK CELL VODAFONE,0,0,0,
2,0,,,,447798,,UK CELL VODAFONE,0,0,0,
2,0,,,,447799,,UK CELL VODAFONE,0,0,0,
2,0,,,,4478,,UK CELL,0,0,0,
2,0,,,,447800,,UK CELL ORANGE,0,0,0,
2,0,,,,447801,,UK CELL O2,0,0,0,
2,0,,,,447802,,UK CELL O2,0,0,0,
2,0,,,,447803,,UK CELL O2,0,0,0,
2,0,,,,447804,,UK CELL T MOB,0,0,0,
2,0,,,,447805,,UK CELL ORANGE,0,0,0,
2,0,,,,447806,,UK CELL T MOB,0,0,0,
2,0,,,,447807,,UK CELL ORANGE,0,0,0,
2,0,,,,447808,,UK CELL O2,0,0,0,
2,0,,,,447809,,UK CELL O2,0,0,0,
2,0,,,,447810,,UK CELL VODAFONE,0,0,0,
2,0,,,,447811,,UK CELL ORANGE,0,0,0,
2,0,,,,447812,,UK CELL ORANGE,0,0,0,
2,0,,,,447813,,UK CELL ORANGE,0,0,0,
2,0,,,,447814,,UK CELL ORANGE,0,0,0,
2,0,,,,447815,,UK CELL ORANGE,0,0,0,
2,0,,,,447816,,UK CELL ORANGE,0,0,0,
2,0,,,,447817,,UK CELL ORANGE,0,0,0,
2,0,,,,447818,,UK CELL VODAFONE,0,0,0,
